id,hashtagId,count,siblingTagId,createdAt,updatedAt
478,26,25,47,2017-11-13 12:37:23.781-05,2017-11-13 12:41:54.107-05
146,13,28,31,2017-11-13 12:37:22.379-05,2017-11-13 12:41:53.217-05
753,38,29,29,2017-11-13 12:37:24.906-05,2017-11-13 12:41:51.483-05
232,16,34,17,2017-11-13 12:37:22.752-05,2017-11-13 12:41:53.276-05
583,31,32,15,2017-11-13 12:37:24.2-05,2017-11-13 12:41:56.65-05
257,16,24,50,2017-11-13 12:37:22.848-05,2017-11-13 12:41:53.335-05
802,40,29,3,2017-11-13 12:37:25.101-05,2017-11-13 12:41:57.031-05
161,14,30,2,2017-11-13 12:37:22.438-05,2017-11-13 12:41:47.728-05
423,23,23,15,2017-11-13 12:37:23.561-05,2017-11-13 12:41:51.004-05
418,23,20,3,2017-11-13 12:37:23.543-05,2017-11-13 12:41:50.976-05
703,35,27,49,2017-11-13 12:37:24.692-05,2017-11-13 12:41:46.235-05
468,26,28,34,2017-11-13 12:37:23.742-05,2017-11-13 12:41:56.31-05
498,28,30,31,2017-11-13 12:37:23.856-05,2017-11-13 12:41:48.244-05
743,38,31,15,2017-11-13 12:37:24.867-05,2017-11-13 12:41:51.452-05
398,22,32,26,2017-11-13 12:37:23.463-05,2017-11-13 12:41:56.077-05
638,33,25,47,2017-11-13 12:37:24.432-05,2017-11-13 12:41:54.367-05
648,34,31,16,2017-11-13 12:37:24.472-05,2017-11-13 12:41:56.789-05
171,14,29,21,2017-11-13 12:37:22.486-05,2017-11-13 12:41:50.33-05
438,23,23,37,2017-11-13 12:37:23.619-05,2017-11-13 12:41:51.034-05
663,34,33,38,2017-11-13 12:37:24.527-05,2017-11-13 12:41:48.543-05
261,17,29,14,2017-11-13 12:37:22.881-05,2017-11-13 12:41:50.559-05
628,33,22,34,2017-11-13 12:37:24.394-05,2017-11-13 12:41:42.363-05
473,26,33,40,2017-11-13 12:37:23.761-05,2017-11-13 12:41:56.318-05
773,39,23,13,2017-11-13 12:37:24.979-05,2017-11-13 12:41:51.54-05
683,35,29,20,2017-11-13 12:37:24.604-05,2017-11-13 12:41:34.111-05
733,37,27,46,2017-11-13 12:37:24.828-05,2017-11-13 12:41:57.012-05
393,22,29,17,2017-11-13 12:37:23.44-05,2017-11-13 12:41:53.801-05
653,34,26,22,2017-11-13 12:37:24.49-05,2017-11-13 12:41:56.789-05
593,31,34,29,2017-11-13 12:37:24.241-05,2017-11-13 12:41:56.672-05
558,30,21,23,2017-11-13 12:37:24.1-05,2017-11-13 12:41:42.042-05
312,19,27,39,2017-11-13 12:37:23.085-05,2017-11-13 12:41:50.704-05
251,16,25,43,2017-11-13 12:37:22.829-05,2017-11-13 12:41:56.047-05
588,31,26,21,2017-11-13 12:37:24.22-05,2017-11-13 12:41:54.246-05
483,28,30,4,2017-11-13 12:37:23.8-05,2017-11-13 12:41:36.805-05
328,20,30,16,2017-11-13 12:37:23.144-05,2017-11-13 12:41:53.631-05
643,34,26,4,2017-11-13 12:37:24.452-05,2017-11-13 12:41:34.013-05
658,34,27,30,2017-11-13 12:37:24.508-05,2017-11-13 12:41:56.812-05
523,29,33,20,2017-11-13 12:37:23.961-05,2017-11-13 12:41:51.162-05
212,15,25,34,2017-11-13 12:37:22.669-05,2017-11-13 12:41:55.977-05
763,38,27,43,2017-11-13 12:37:24.943-05,2017-11-13 12:41:48.775-05
353,21,22,2,2017-11-13 12:37:23.263-05,2017-11-13 12:41:33.574-05
348,20,23,44,2017-11-13 12:37:23.242-05,2017-11-13 12:41:53.669-05
186,14,27,41,2017-11-13 12:37:22.551-05,2017-11-13 12:41:47.786-05
282,17,31,40,2017-11-13 12:37:22.961-05,2017-11-13 12:41:47.934-05
333,20,23,23,2017-11-13 12:37:23.165-05,2017-11-13 12:41:50.765-05
518,29,32,14,2017-11-13 12:37:23.939-05,2017-11-13 12:41:51.149-05
603,31,26,43,2017-11-13 12:37:24.285-05,2017-11-13 12:41:56.693-05
813,40,33,21,2017-11-13 12:37:25.143-05,2017-11-13 12:41:42.829-05
363,21,32,20,2017-11-13 12:37:23.31-05,2017-11-13 12:41:53.723-05
508,28,19,44,2017-11-13 12:37:23.901-05,2017-11-13 12:41:31.384-05
453,26,26,13,2017-11-13 12:37:23.68-05,2017-11-13 12:41:54.052-05
323,20,32,4,2017-11-13 12:37:23.124-05,2017-11-13 12:41:50.724-05
777,39,27,19,2017-11-13 12:37:24.997-05,2017-11-13 12:41:51.562-05
678,35,31,14,2017-11-13 12:37:24.584-05,2017-11-13 12:41:48.579-05
266,17,25,20,2017-11-13 12:37:22.899-05,2017-11-13 12:41:53.373-05
613,33,21,13,2017-11-13 12:37:24.337-05,2017-11-13 12:41:54.315-05
568,30,25,39,2017-11-13 12:37:24.137-05,2017-11-13 12:41:42.07-05
433,23,21,30,2017-11-13 12:37:23.6-05,2017-11-13 12:41:41.642-05
723,37,25,31,2017-11-13 12:37:24.781-05,2017-11-13 12:41:56.986-05
151,13,30,38,2017-11-13 12:37:22.397-05,2017-11-13 12:41:53.23-05
797,39,29,46,2017-11-13 12:37:25.078-05,2017-11-13 12:41:51.636-05
618,33,26,19,2017-11-13 12:37:24.356-05,2017-11-13 12:41:54.33-05
242,16,29,31,2017-11-13 12:37:22.79-05,2017-11-13 12:41:56.033-05
463,26,24,28,2017-11-13 12:37:23.724-05,2017-11-13 12:41:48.156-05
408,22,27,39,2017-11-13 12:37:23.505-05,2017-11-13 12:41:50.959-05
271,17,32,29,2017-11-13 12:37:22.92-05,2017-11-13 12:41:50.585-05
713,37,22,17,2017-11-13 12:37:24.737-05,2017-11-13 12:41:51.386-05
428,23,22,21,2017-11-13 12:37:23.583-05,2017-11-13 12:41:51.019-05
563,30,29,33,2017-11-13 12:37:24.119-05,2017-11-13 12:41:42.062-05
156,13,24,44,2017-11-13 12:37:22.417-05,2017-11-13 12:41:53.234-05
782,39,17,23,2017-11-13 12:37:25.016-05,2017-11-13 12:41:51.58-05
181,14,31,35,2017-11-13 12:37:22.528-05,2017-11-13 12:41:47.773-05
318,19,27,47,2017-11-13 12:37:23.104-05,2017-11-13 12:41:53.589-05
297,19,31,16,2017-11-13 12:37:23.019-05,2017-11-13 12:41:53.542-05
528,29,25,28,2017-11-13 12:37:23.986-05,2017-11-13 12:41:48.308-05
578,31,23,3,2017-11-13 12:37:24.18-05,2017-11-13 12:41:56.634-05
201,15,25,19,2017-11-13 12:37:22.615-05,2017-11-13 12:41:50.399-05
787,39,24,31,2017-11-13 12:37:25.037-05,2017-11-13 12:41:42.746-05
307,19,26,31,2017-11-13 12:37:23.056-05,2017-11-13 12:41:53.575-05
343,20,36,38,2017-11-13 12:37:23.208-05,2017-11-13 12:41:53.665-05
1437,45,22,12,2017-11-13 12:37:28.173-05,2017-11-13 12:41:51.843-05
949,46,31,34,2017-11-13 12:37:25.672-05,2017-11-13 12:41:57.304-05
850,41,23,29,2017-11-13 12:37:25.3-05,2017-11-13 12:41:48.896-05
820,40,29,33,2017-11-13 12:37:25.173-05,2017-11-13 12:41:42.871-05
1104,4,27,48,2017-11-13 12:37:26.442-05,2017-11-13 12:41:49.985-05
1065,1,36,15,2017-11-13 12:37:26.178-05,2017-11-13 12:41:47.267-05
1116,5,29,1,2017-11-13 12:37:26.565-05,2017-11-13 12:41:52.728-05
895,43,29,49,2017-11-13 12:37:25.469-05,2017-11-13 12:41:26.098-05
1422,44,25,12,2017-11-13 12:37:28.083-05,2017-11-13 12:41:54.634-05
1246,15,29,36,2017-11-13 12:37:27.104-05,2017-11-13 12:41:55.977-05
1102,4,32,36,2017-11-13 12:37:26.416-05,2017-11-13 12:41:49.965-05
1415,40,26,45,2017-11-13 12:37:28.037-05,2017-11-13 12:41:48.843-05
1280,24,26,44,2017-11-13 12:37:27.301-05,2017-11-13 12:41:53.924-05
1370,35,23,5,2017-11-13 12:37:27.775-05,2017-11-13 12:41:46.141-05
974,47,23,23,2017-11-13 12:37:25.762-05,2017-11-13 12:41:43.187-05
1405,40,36,1,2017-11-13 12:37:27.946-05,2017-11-13 12:41:48.79-05
914,44,18,30,2017-11-13 12:37:25.545-05,2017-11-13 12:41:31.988-05
1260,17,22,48,2017-11-13 12:37:27.204-05,2017-11-13 12:41:53.418-05
1181,8,23,35,2017-11-13 12:37:26.812-05,2017-11-13 12:41:47.463-05
1081,2,27,1,2017-11-13 12:37:26.243-05,2017-11-13 12:41:47.33-05
1452,45,25,48,2017-11-13 12:37:28.23-05,2017-11-13 12:41:51.897-05
969,47,32,17,2017-11-13 12:37:25.743-05,2017-11-13 12:41:54.793-05
1054,50,23,46,2017-11-13 12:37:26.077-05,2017-11-13 12:41:38.821-05
1121,5,22,8,2017-11-13 12:37:26.584-05,2017-11-13 12:41:44.688-05
959,46,25,49,2017-11-13 12:37:25.709-05,2017-11-13 12:41:46.663-05
1408,40,33,8,2017-11-13 12:37:27.972-05,2017-11-13 12:41:48.79-05
1032,50,24,16,2017-11-13 12:37:25.993-05,2017-11-13 12:41:55.147-05
1480,48,20,6,2017-11-13 12:37:28.413-05,2017-11-13 12:41:57.324-05
1176,8,24,26,2017-11-13 12:37:26.786-05,2017-11-13 12:41:47.434-05
1324,29,25,7,2017-11-13 12:37:27.525-05,2017-11-13 12:41:51.141-05
1295,26,25,45,2017-11-13 12:37:27.397-05,2017-11-13 12:41:48.194-05
1381,35,23,48,2017-11-13 12:37:27.85-05,2017-11-13 12:41:48.637-05
1201,11,30,27,2017-11-13 12:37:26.885-05,2017-11-13 12:41:55.834-05
1236,12,28,48,2017-11-13 12:37:27.039-05,2017-11-13 12:41:55.935-05
1231,12,34,40,2017-11-13 12:37:27.023-05,2017-11-13 12:41:55.928-05
1141,7,34,1,2017-11-13 12:37:26.657-05,2017-11-13 12:41:52.823-05
1238,15,26,5,2017-11-13 12:37:27.055-05,2017-11-13 12:41:45.343-05
1385,36,35,7,2017-11-13 12:37:27.869-05,2017-11-13 12:41:51.288-05
1305,27,35,12,2017-11-13 12:37:27.445-05,2017-11-13 12:41:56.341-05
1027,50,28,4,2017-11-13 12:37:25.97-05,2017-11-13 12:41:38.735-05
1447,45,28,36,2017-11-13 12:37:28.211-05,2017-11-13 12:41:51.877-05
988,47,22,44,2017-11-13 12:37:25.811-05,2017-11-13 12:41:54.88-05
1007,49,30,26,2017-11-13 12:37:25.887-05,2017-11-13 12:41:55.084-05
984,47,29,38,2017-11-13 12:37:25.793-05,2017-11-13 12:41:54.871-05
1171,8,24,11,2017-11-13 12:37:26.768-05,2017-11-13 12:41:47.413-05
964,47,29,6,2017-11-13 12:37:25.726-05,2017-11-13 12:41:54.731-05
1093,2,22,48,2017-11-13 12:37:26.341-05,2017-11-13 12:41:47.398-05
1131,5,27,31,2017-11-13 12:37:26.62-05,2017-11-13 12:41:52.796-05
1216,12,27,6,2017-11-13 12:37:26.952-05,2017-11-13 12:41:55.87-05
1396,36,32,31,2017-11-13 12:37:27.907-05,2017-11-13 12:41:56.88-05
1186,8,29,46,2017-11-13 12:37:26.829-05,2017-11-13 12:41:50.131-05
1348,32,32,6,2017-11-13 12:37:27.692-05,2017-11-13 12:41:56.707-05
1424,44,31,27,2017-11-13 12:37:28.103-05,2017-11-13 12:41:54.683-05
829,40,31,46,2017-11-13 12:37:25.215-05,2017-11-13 12:41:57.163-05
1285,26,30,1,2017-11-13 12:37:27.323-05,2017-11-13 12:41:54.03-05
1048,50,22,37,2017-11-13 12:37:26.056-05,2017-11-13 12:41:49.353-05
1151,7,30,24,2017-11-13 12:37:26.695-05,2017-11-13 12:41:52.864-05
1012,49,27,33,2017-11-13 12:37:25.908-05,2017-11-13 12:41:55.094-05
1206,11,24,36,2017-11-13 12:37:26.906-05,2017-11-13 12:41:55.857-05
1161,7,28,45,2017-11-13 12:37:26.73-05,2017-11-13 12:41:50.061-05
1390,36,29,15,2017-11-13 12:37:27.89-05,2017-11-13 12:41:56.854-05
1156,7,31,32,2017-11-13 12:37:26.713-05,2017-11-13 12:41:40.016-05
1017,49,27,39,2017-11-13 12:37:25.931-05,2017-11-13 12:41:46.866-05
1335,31,27,5,2017-11-13 12:37:27.611-05,2017-11-13 12:41:54.216-05
1455,46,33,7,2017-11-13 12:37:28.252-05,2017-11-13 12:41:51.906-05
1196,11,31,12,2017-11-13 12:37:26.866-05,2017-11-13 12:41:55.813-05
944,46,29,28,2017-11-13 12:37:25.654-05,2017-11-13 12:41:38.37-05
1315,27,33,40,2017-11-13 12:37:27.485-05,2017-11-13 12:41:56.436-05
834,41,24,3,2017-11-13 12:37:25.236-05,2017-11-13 12:41:54.488-05
1211,11,25,47,2017-11-13 12:37:26.927-05,2017-11-13 12:41:47.722-05
1368,32,28,48,2017-11-13 12:37:27.76-05,2017-11-13 12:41:56.769-05
1329,29,25,32,2017-11-13 12:37:27.562-05,2017-11-13 12:41:56.518-05
1191,11,31,4,2017-11-13 12:37:26.848-05,2017-11-13 12:41:30.855-05
1095,4,29,8,2017-11-13 12:37:26.359-05,2017-11-13 12:41:49.916-05
1113,6,26,36,2017-11-13 12:37:26.543-05,2017-11-13 12:41:55.792-05
1353,32,39,12,2017-11-13 12:37:27.709-05,2017-11-13 12:41:56.713-05
1310,27,29,29,2017-11-13 12:37:27.466-05,2017-11-13 12:41:56.368-05
1108,6,19,8,2017-11-13 12:37:26.486-05,2017-11-13 12:41:44.534-05
880,43,21,28,2017-11-13 12:37:25.413-05,2017-11-13 12:41:49.032-05
1221,12,31,15,2017-11-13 12:37:26.974-05,2017-11-13 12:41:55.885-05
1358,32,32,27,2017-11-13 12:37:27.726-05,2017-11-13 12:41:56.733-05
1126,5,27,17,2017-11-13 12:37:26.602-05,2017-11-13 12:41:52.756-05
1248,17,32,1,2017-11-13 12:37:27.127-05,2017-11-13 12:41:53.34-05
1265,24,21,5,2017-11-13 12:37:27.229-05,2017-11-13 12:41:53.864-05
909,44,23,22,2017-11-13 12:37:25.529-05,2017-11-13 12:41:54.669-05
839,41,23,15,2017-11-13 12:37:25.257-05,2017-11-13 12:41:48.875-05
934,46,32,14,2017-11-13 12:37:25.616-05,2017-11-13 12:41:51.92-05
1411,40,34,24,2017-11-13 12:37:27.99-05,2017-11-13 12:41:57.075-05
1400,36,28,45,2017-11-13 12:37:27.926-05,2017-11-13 12:41:51.351-05
1226,12,28,29,2017-11-13 12:37:26.997-05,2017-11-13 12:41:55.907-05
1300,27,32,6,2017-11-13 12:37:27.423-05,2017-11-13 12:41:56.334-05
1377,35,26,36,2017-11-13 12:37:27.831-05,2017-11-13 12:41:46.197-05
919,44,19,37,2017-11-13 12:37:25.562-05,2017-11-13 12:41:51.808-05
997,49,23,13,2017-11-13 12:37:25.848-05,2017-11-13 12:41:55.054-05
1442,45,25,27,2017-11-13 12:37:28.193-05,2017-11-13 12:41:51.87-05
1136,5,20,44,2017-11-13 12:37:26.639-05,2017-11-13 12:41:52.81-05
860,41,21,44,2017-11-13 12:37:25.338-05,2017-11-13 12:41:54.571-05
1070,1,29,29,2017-11-13 12:37:26.207-05,2017-11-13 12:41:47.287-05
844,41,20,21,2017-11-13 12:37:25.278-05,2017-11-13 12:41:54.535-05
870,43,25,14,2017-11-13 12:37:25.379-05,2017-11-13 12:41:49.019-05
1084,2,21,8,2017-11-13 12:37:26.26-05,2017-11-13 12:41:47.33-05
1166,8,21,2,2017-11-13 12:37:26.75-05,2017-11-13 12:41:47.403-05
1363,32,32,40,2017-11-13 12:37:27.742-05,2017-11-13 12:41:56.759-05
939,46,27,20,2017-11-13 12:37:25.633-05,2017-11-13 12:41:51.932-05
1251,17,26,8,2017-11-13 12:37:27.145-05,2017-11-13 12:41:50.542-05
979,47,24,31,2017-11-13 12:37:25.78-05,2017-11-13 12:41:54.858-05
924,44,22,43,2017-11-13 12:37:25.58-05,2017-11-13 12:41:23.416-05
855,41,21,37,2017-11-13 12:37:25.321-05,2017-11-13 12:41:48.91-05
1320,27,27,48,2017-11-13 12:37:27.503-05,2017-11-13 12:41:56.465-05
954,46,31,40,2017-11-13 12:37:25.692-05,2017-11-13 12:41:57.315-05
1432,45,22,6,2017-11-13 12:37:28.155-05,2017-11-13 12:41:46.532-05
992,47,26,50,2017-11-13 12:37:25.828-05,2017-11-13 12:41:54.913-05
900,44,24,6,2017-11-13 12:37:25.491-05,2017-11-13 12:41:54.6-05
1002,49,27,19,2017-11-13 12:37:25.865-05,2017-11-13 12:41:55.068-05
1076,1,36,40,2017-11-13 12:37:26.222-05,2017-11-13 12:41:47.302-05
1059,1,27,6,2017-11-13 12:37:26.157-05,2017-11-13 12:41:52.484-05
1111,6,27,24,2017-11-13 12:37:26.514-05,2017-11-13 12:41:55.768-05
1036,50,28,22,2017-11-13 12:37:26.016-05,2017-11-13 12:41:55.162-05
884,43,27,34,2017-11-13 12:37:25.429-05,2017-11-13 12:41:57.229-05
824,40,29,38,2017-11-13 12:37:25.194-05,2017-11-13 12:41:48.836-05
1275,24,29,31,2017-11-13 12:37:27.278-05,2017-11-13 12:41:56.163-05
1042,50,21,30,2017-11-13 12:37:26.035-05,2017-11-13 12:41:49.347-05
137,13,24,19,2017-11-13 12:37:22.332-05,2017-11-13 12:41:53.181-05
1466,47,25,5,2017-11-13 12:37:28.333-05,2017-11-13 12:41:54.752-05
936,46,33,17,2017-11-13 12:37:25.628-05,2017-11-13 12:41:51.926-05
1207,11,33,40,2017-11-13 12:37:26.91-05,2017-11-13 12:41:55.857-05
1393,36,27,26,2017-11-13 12:37:27.901-05,2017-11-13 12:41:56.868-05
977,47,20,28,2017-11-13 12:37:25.775-05,2017-11-13 12:41:49.185-05
1242,15,33,11,2017-11-13 12:37:27.069-05,2017-11-13 12:41:55.942-05
1124,5,30,12,2017-11-13 12:37:26.59-05,2017-11-13 12:41:52.749-05
1478,48,27,4,2017-11-13 12:37:28.412-05,2017-11-13 12:41:51.976-05
1438,45,26,15,2017-11-13 12:37:28.177-05,2017-11-13 12:41:51.85-05
1011,49,31,31,2017-11-13 12:37:25.903-05,2017-11-13 12:41:55.094-05
1495,48,31,36,2017-11-13 12:37:28.467-05,2017-11-13 12:41:57.372-05
1356,32,34,17,2017-11-13 12:37:27.72-05,2017-11-13 12:41:46.079-05
948,46,31,30,2017-11-13 12:37:25.667-05,2017-11-13 12:41:57.295-05
1254,17,33,12,2017-11-13 12:37:27.153-05,2017-11-13 12:41:53.359-05
1287,26,28,11,2017-11-13 12:37:27.341-05,2017-11-13 12:41:56.263-05
981,47,28,35,2017-11-13 12:37:25.792-05,2017-11-13 12:41:49.201-05
923,44,21,41,2017-11-13 12:37:25.573-05,2017-11-13 12:41:54.706-05
1046,50,27,35,2017-11-13 12:37:26.052-05,2017-11-13 12:41:49.354-05
961,47,30,4,2017-11-13 12:37:25.721-05,2017-11-13 12:41:38.469-05
1105,6,27,1,2017-11-13 12:37:26.461-05,2017-11-13 12:41:52.652-05
1119,5,27,4,2017-11-13 12:37:26.57-05,2017-11-13 12:41:35.418-05
1021,49,22,44,2017-11-13 12:37:25.945-05,2017-11-13 12:41:55.107-05
898,44,22,3,2017-11-13 12:37:25.481-05,2017-11-13 12:41:54.6-05
852,41,27,33,2017-11-13 12:37:25.308-05,2017-11-13 12:41:54.56-05
967,47,29,14,2017-11-13 12:37:25.738-05,2017-11-13 12:41:49.17-05
1100,4,29,27,2017-11-13 12:37:26.396-05,2017-11-13 12:41:49.95-05
1469,47,25,11,2017-11-13 12:37:28.343-05,2017-11-13 12:41:49.162-05
1051,50,21,41,2017-11-13 12:37:26.069-05,2017-11-13 12:41:55.191-05
1174,8,26,15,2017-11-13 12:37:26.773-05,2017-11-13 12:41:50.082-05
1061,1,34,7,2017-11-13 12:37:26.161-05,2017-11-13 12:41:52.484-05
1109,6,27,12,2017-11-13 12:37:26.493-05,2017-11-13 12:41:55.754-05
1328,29,29,27,2017-11-13 12:37:27.549-05,2017-11-13 12:41:56.5-05
1264,24,27,6,2017-11-13 12:37:27.225-05,2017-11-13 12:41:56.131-05
1088,2,27,27,2017-11-13 12:37:26.296-05,2017-11-13 12:41:10.194-05
1247,15,26,45,2017-11-13 12:37:27.115-05,2017-11-13 12:41:50.45-05
1134,5,27,36,2017-11-13 12:37:26.624-05,2017-11-13 12:41:44.773-05
1448,45,26,40,2017-11-13 12:37:28.215-05,2017-11-13 12:41:49.134-05
1375,35,32,24,2017-11-13 12:37:27.803-05,2017-11-13 12:41:14.74-05
1274,24,28,29,2017-11-13 12:37:27.268-05,2017-11-13 12:41:56.162-05
1006,49,21,23,2017-11-13 12:37:25.882-05,2017-11-13 12:41:43.395-05
873,43,23,17,2017-11-13 12:37:25.39-05,2017-11-13 12:41:49.026-05
1334,31,34,7,2017-11-13 12:37:27.611-05,2017-11-13 12:41:54.216-05
1129,5,27,27,2017-11-13 12:37:26.606-05,2017-11-13 12:41:52.796-05
903,44,25,15,2017-11-13 12:37:25.502-05,2017-11-13 12:41:51.774-05
1428,44,22,48,2017-11-13 12:37:28.139-05,2017-11-13 12:41:54.712-05
1202,11,32,29,2017-11-13 12:37:26.888-05,2017-11-13 12:41:55.842-05
1001,49,23,17,2017-11-13 12:37:25.861-05,2017-11-13 12:41:55.063-05
1082,2,25,5,2017-11-13 12:37:26.258-05,2017-11-13 12:41:34.992-05
1471,47,26,24,2017-11-13 12:37:28.361-05,2017-11-13 12:41:54.826-05
1284,24,24,48,2017-11-13 12:37:27.32-05,2017-11-13 12:41:56.194-05
951,46,29,39,2017-11-13 12:37:25.687-05,2017-11-13 12:41:51.962-05
1079,1,33,47,2017-11-13 12:37:26.24-05,2017-11-13 12:41:52.551-05
1112,6,32,27,2017-11-13 12:37:26.529-05,2017-11-13 12:41:55.777-05
1299,27,29,4,2017-11-13 12:37:27.417-05,2017-11-13 12:41:51.062-05
1360,32,30,31,2017-11-13 12:37:27.738-05,2017-11-13 12:41:56.749-05
1063,1,28,11,2017-11-13 12:37:26.174-05,2017-11-13 12:41:47.253-05
1187,8,23,47,2017-11-13 12:37:26.831-05,2017-11-13 12:41:47.506-05
986,47,28,40,2017-11-13 12:37:25.809-05,2017-11-13 12:41:49.212-05
893,43,24,46,2017-11-13 12:37:25.462-05,2017-11-13 12:41:57.246-05
1223,12,28,24,2017-11-13 12:37:26.983-05,2017-11-13 12:41:55.893-05
868,43,24,6,2017-11-13 12:37:25.372-05,2017-11-13 12:41:57.176-05
1372,35,23,8,2017-11-13 12:37:27.788-05,2017-11-13 12:41:48.572-05
1159,7,30,35,2017-11-13 12:37:26.718-05,2017-11-13 12:41:33.055-05
1365,32,27,45,2017-11-13 12:37:27.756-05,2017-11-13 12:41:46.11-05
1192,11,31,6,2017-11-13 12:37:26.85-05,2017-11-13 12:41:55.812-05
1031,50,24,15,2017-11-13 12:37:25.989-05,2017-11-13 12:41:49.326-05
1404,36,31,48,2017-11-13 12:37:27.942-05,2017-11-13 12:41:56.9-05
1068,1,30,26,2017-11-13 12:37:26.202-05,2017-11-13 12:41:52.532-05
883,43,26,31,2017-11-13 12:37:25.426-05,2017-11-13 12:41:57.222-05
858,41,19,39,2017-11-13 12:37:25.328-05,2017-11-13 12:41:19.75-05
1490,48,24,24,2017-11-13 12:37:28.448-05,2017-11-13 12:41:57.343-05
1016,49,32,38,2017-11-13 12:37:25.924-05,2017-11-13 12:41:55.098-05
941,46,30,22,2017-11-13 12:37:25.646-05,2017-11-13 12:41:57.272-05
1177,8,28,29,2017-11-13 12:37:26.794-05,2017-11-13 12:41:50.11-05
1137,5,25,47,2017-11-13 12:37:26.641-05,2017-11-13 12:41:52.81-05
822,40,30,35,2017-11-13 12:37:25.184-05,2017-11-13 12:41:48.829-05
1094,4,27,5,2017-11-13 12:37:26.354-05,2017-11-13 12:41:35.195-05
847,41,22,26,2017-11-13 12:37:25.288-05,2017-11-13 12:41:54.55-05
1407,40,32,7,2017-11-13 12:37:27.965-05,2017-11-13 12:41:42.794-05
1304,27,30,11,2017-11-13 12:37:27.441-05,2017-11-13 12:41:56.341-05
1142,7,29,2,2017-11-13 12:37:26.661-05,2017-11-13 12:41:35.538-05
1164,7,33,47,2017-11-13 12:37:26.739-05,2017-11-13 12:41:52.886-05
1037,50,27,21,2017-11-13 12:37:26.016-05,2017-11-13 12:41:55.162-05
1279,24,34,40,2017-11-13 12:37:27.296-05,2017-11-13 12:41:56.179-05
1388,36,24,11,2017-11-13 12:37:27.882-05,2017-11-13 12:41:56.842-05
878,43,17,23,2017-11-13 12:37:25.408-05,2017-11-13 12:41:23.265-05
1233,12,22,45,2017-11-13 12:37:27.033-05,2017-11-13 12:41:50.214-05
1350,32,28,8,2017-11-13 12:37:27.701-05,2017-11-13 12:41:46.062-05
1318,27,26,47,2017-11-13 12:37:27.498-05,2017-11-13 12:41:54.189-05
1259,17,23,45,2017-11-13 12:37:27.197-05,2017-11-13 12:41:50.611-05
1417,40,29,48,2017-11-13 12:37:28.054-05,2017-11-13 12:41:57.171-05
1399,36,26,35,2017-11-13 12:37:27.922-05,2017-11-13 12:41:46.293-05
957,46,24,43,2017-11-13 12:37:25.704-05,2017-11-13 12:41:57.315-05
908,44,19,21,2017-11-13 12:37:25.521-05,2017-11-13 12:41:54.661-05
842,41,23,19,2017-11-13 12:37:25.264-05,2017-11-13 12:41:54.522-05
1314,27,32,36,2017-11-13 12:37:27.478-05,2017-11-13 12:41:56.41-05
1425,44,25,32,2017-11-13 12:37:28.115-05,2017-11-13 12:41:31.997-05
996,49,29,6,2017-11-13 12:37:25.844-05,2017-11-13 12:41:55.038-05
1382,36,32,4,2017-11-13 12:37:27.855-05,2017-11-13 12:41:51.287-05
1433,45,22,5,2017-11-13 12:37:28.158-05,2017-11-13 12:41:46.532-05
1483,48,24,11,2017-11-13 12:37:28.431-05,2017-11-13 12:41:57.33-05
837,41,19,13,2017-11-13 12:37:25.242-05,2017-11-13 12:41:54.51-05
1341,31,30,32,2017-11-13 12:37:27.646-05,2017-11-13 12:41:56.678-05
1169,8,22,5,2017-11-13 12:37:26.756-05,2017-11-13 12:41:44.83-05
1269,24,28,12,2017-11-13 12:37:27.245-05,2017-11-13 12:41:56.138-05
1026,50,19,3,2017-11-13 12:37:25.966-05,2017-11-13 12:41:55.123-05
1346,32,30,2,2017-11-13 12:37:27.685-05,2017-11-13 12:41:37.32-05
1421,44,28,11,2017-11-13 12:37:28.084-05,2017-11-13 12:41:31.963-05
1465,47,33,1,2017-11-13 12:37:28.318-05,2017-11-13 12:41:54.725-05
1291,26,38,27,2017-11-13 12:37:27.364-05,2017-11-13 12:41:56.286-05
827,40,29,43,2017-11-13 12:37:25.205-05,2017-11-13 12:41:57.152-05
1456,46,29,8,2017-11-13 12:37:28.252-05,2017-11-13 12:41:51.912-05
1218,12,30,5,2017-11-13 12:37:26.958-05,2017-11-13 12:41:53.065-05
971,47,27,21,2017-11-13 12:37:25.757-05,2017-11-13 12:41:54.815-05
933,46,31,13,2017-11-13 12:37:25.611-05,2017-11-13 12:41:51.912-05
1197,11,33,15,2017-11-13 12:37:26.869-05,2017-11-13 12:41:55.821-05
1326,29,28,12,2017-11-13 12:37:27.531-05,2017-11-13 12:41:56.477-05
1443,45,27,29,2017-11-13 12:37:28.196-05,2017-11-13 12:41:51.87-05
863,41,18,49,2017-11-13 12:37:25.349-05,2017-11-13 12:41:54.584-05
1041,50,23,29,2017-11-13 12:37:26.033-05,2017-11-13 12:41:49.34-05
1212,11,24,48,2017-11-13 12:37:26.936-05,2017-11-13 12:41:55.87-05
888,43,27,38,2017-11-13 12:37:25.444-05,2017-11-13 12:41:49.051-05
928,44,22,50,2017-11-13 12:37:25.592-05,2017-11-13 12:41:54.72-05
991,47,25,49,2017-11-13 12:37:25.823-05,2017-11-13 12:41:54.89-05
1056,50,23,49,2017-11-13 12:37:26.087-05,2017-11-13 12:41:55.206-05
